Time (sec), PosCmd (X) (mm), PosCmd (Z) (mm), PosCmd (msShut_ext) (deg), PosFbk (X) (mm), PosFbk (Z) (mm), PosFbk (msShut_ext) (deg), PosErr (X) (mm), PosErr (Z) (mm), PosErr (msShut_ext) (deg), VelCmd (X) (mm/msec), VelCmd (Z) (mm/msec), VelCmd (msShut_ext) (deg/msec), VelFbk (X) (mm/msec), VelFbk (Z) (mm/msec), VelFbk (msShut_ext) (deg/msec), VelErr (X) (mm/msec), VelErr (Z) (mm/msec), VelErr (msShut_ext) (deg/msec), CurCmd (X), CurCmd (Z), CurCmd (msShut_ext), CurFbk (X), CurFbk (Z), CurFbk (msShut_ext), CurErr (X), CurErr (Z), CurErr (msShut_ext), Ain 1 (X), Program Counter (T01)
0.049, -0.061, 8.93393604509592, 49.0050000000015, -0.062, 8.932, 49.0050000000015, 0.001, 0.00193604509592296, 0, 0, 0.358238187120756, 0, 0, 0.36, 0.0450000000000013, 0, -0.00176181287924375, -0.0450000000000013, 0.0871337577700615, -0.685476720333099, -0.0146192200481892, 0.058406088501215, -0.498402446508408, -0.0697325393557549, 0.0287276692688465, -0.187074273824692, 0.0551133193075657, 0.00416656909510493, 3508
0.05, -0.061, 9.27928289538527, 49.0050000000015, -0.061, 9.281, 49.0050000000015, 0, -0.00171710461473413, 0, 0, 0.345346850289343, 0, 0.001, 0.349, 0, -0.001, -0.00365314971065707, 0, 0.187984853982925, -0.93227219581604, -0.0156616065651178, 0.0659520179033279, -0.913873612880707, -0.0233387611806393, 0.122032836079597, -0.0183985829353333, 0.00767715461552143, 0.00408567069098353, 3512
0.051, -0.061, 9.61103808937113, 49.0050000000015, -0.061, 9.61, 49.0050000000015, 0, 0.0010380893711299, 0, 0, 0.331755193985864, 0, 0, 0.329, 0, 0, 0.00275519398586405, 0, 0.100858643651009, -0.579654097557068, -0.014717748388648, 0.123065054416656, -0.75694215297699, -0.0113831786438823, -0.0222064107656479, 0.177288055419922, -0.00333456974476576, 0.00406316528096795, 1769
0.052, -0.061, 9.92850130758145, 49.0050000000015, -0.061, 9.925, 49.0050000000015, 0, 0.00350130758145497, 0, 0, 0.317463218210325, 0, 0, 0.315, 0, 0, 0.00246321821032505, 0, 0.0851663276553154, -0.443586766719818, -0.0147009287029505, 0.0964584574103355, -0.383010476827621, -0.0233387611806393, -0.0112921297550201, -0.0605762898921967, 0.00863783247768879, 0.00411862879991531, 2010
0.053, -0.061, 10.2309722305442, 49.0050000000015, -0.061, 10.23, 49.0050000000015, 0, 0.000972230544168269, 0, 0, 0.302470922962713, 0, 0, 0.305, 0, 0, -0.00252907703728671, 0, 0.0891123712062836, -0.907786965370178, -0.0147017706185579, 0.0928102359175682, -0.807893931865692, -0.0113831786438823, -0.00369786471128464, -0.0998930335044861, -0.00331859197467566, 0.00383156212046742, 1993
0.054, -0.061, 10.5177505387872, 49.0050000000015, -0.061, 10.521, 49.0050000000015, 0, -0.00324946121280118, 0, 0, 0.286778308243031, 0, 0, 0.291, 0, 0, -0.00422169175696943, 0, 0.0886862352490425, -1.11793863773346, -0.0147018041461706, 0.0897393971681595, -1.14993679523468, -0.000142940873047337, -0.00105316191911697, 0.0319981575012207, -0.0145588632731233, 0.00378942606039345, 1993
0.055, -0.061, 10.7881359128385, 49.0050000000015, -0.061, 10.792, 49.0050000000015, 0, -0.00386408716152255, 0, 0, 0.270385374051279, 0, 0, 0.271, 0, 0, -0.000614625948721368, 0, 0.0886983498930931, -0.931738674640656, -0.0147018041461706, 0.0897393971681595, -1.03854274749756, -0.0233387611806393, -0.00104104727506638, 0.106804072856903, 0.00863695703446865, 0.00405592145398259, 1993
0.056, -0.061, 11.0414280332259, 49.0050000000015, -0.061, 11.045, 49.0050000000015, 0, -0.00357196677407228, 0, 0, 0.25329212038745, 0, 0, 0.253, 0, 0, 0.000292120387450268, 0, 0.0887027457356453, -0.939891636371613, -0.0147018041461706, 0.0889091044664383, -0.914077162742615, -0.000142940873047337, -0.000206358730792999, -0.0258144736289978, -0.0145588632731233, 0.00373383145779371, 1993
0.057, -0.061, 11.2769265804775, 49.0050000000015, -0.062, 11.28, 49.0050000000015, 0.001, -0.00307341952250317, 0, 0, 0.235498547251569, 0, -0.001, 0.235, 0, 0.001, 0.000498547251569107, 0, 0.0527428016066551, -1.03324055671692, -0.0147018041461706, 0.0897393971681595, -0.985935926437378, -0.0113831786438823, -0.0369965955615044, -0.047304630279541, -0.00331862550228834, 0.00390845770016313, 1993
0.058, -0.061, 11.4939312351211, 49.0050000000015, -0.062, 11.496, 49.0050000000015, 0.001, -0.00206876487889349, 0, 0, 0.21700465464361, 0, 0, 0.216, 0, 0, 0.00100465464360968, 0, 0.0359043106436729, -0.941401481628418, -0.0147018041461706, 0.0573830865323544, -0.96312415599823, -0.0233387611806393, -0.0214787758886814, 0.021722674369812, 0.00863695703446865, 0.0039326585829258, 1993
