T_sync[ms], msShut_Enable, PumpA_Enable, N_Mode, N_Delay, Zpos, AIN_Volt, PCMD_Z, Tcorr_sum[us]
431169,0,1,10,10,0.994,1.080,0.814,-78
431438,0,1,10,10,1.006,1.493,0.897,-71
431707,0,1,10,10,1.006,1.883,0.977,-65
431976,0,1,10,10,1.000,2.232,1.054,-65
432245,0,1,10,10,0.994,2.549,1.133,-72
432514,0,1,10,10,1.002,2.799,1.216,-70
432782,0,1,10,10,0.996,1.151,0.827,-74
433051,0,1,10,10,1.006,1.552,0.908,-68
433320,0,1,10,10,1.004,1.940,0.988,-64
433589,0,1,10,10,0.996,2.290,1.066,-67
433858,0,1,10,10,0.996,2.585,1.146,-71
434127,0,1,10,10,1.002,2.840,1.229,-69
434395,0,1,10,10,0.999,1.205,0.839,-70
434664,0,1,10,10,1.004,1.620,0.919,-66
434933,0,1,10,10,1.002,1.996,0.999,-64
435202,0,1,10,10,0.996,2.337,1.078,-68
435471,0,1,10,10,0.995,2.632,1.159,-73
435740,0,1,10,10,1.006,2.871,1.242,-67
436008,0,1,10,10,0.999,1.282,0.851,-68
436277,0,1,10,10,1.005,1.672,0.931,-63
436546,0,1,10,10,1.000,2.055,1.010,-63
436815,0,1,10,10,0.995,2.387,1.090,-69
437084,0,1,10,10,0.996,2.671,1.172,-73
437353,0,1,10,10,1.006,2.911,1.254,-66
437621,0,1,10,10,1.002,1.333,0.864,-64
437890,0,1,10,10,1.001,1.744,0.942,-62
438159,0,1,10,10,0.999,2.105,1.022,-63
438428,0,1,10,10,0.994,2.436,1.102,-70
438697,0,1,10,10,0.997,2.714,1.184,-74
438966,0,1,10,10,1.011,2.936,1.267,-62
439234,0,1,10,10,1.000,1.410,0.875,-61
439503,0,1,10,10,1.002,1.793,0.953,-59
439772,0,1,10,10,0.995,2.166,1.033,-64
440041,0,1,10,10,0.994,2.480,1.114,-71
440310,0,1,10,10,0.999,2.750,1.198,-72
440578,0,1,10,10,0.992,1.064,0.809,-81
440847,0,1,10,10,1.008,1.462,0.892,-73
441116,0,1,10,10,1.006,1.865,0.973,-67
441385,0,1,10,10,1.001,2.210,1.050,-66
441654,0,1,10,10,0.994,2.530,1.129,-72
441923,0,1,10,10,1.000,2.790,1.210,-72
442191,0,1,10,10,0.995,1.123,0.822,-77
442460,0,1,10,10,1.005,1.535,0.904,-72
442729,0,1,10,10,1.006,1.913,0.984,-65
442998,0,1,10,10,0.997,2.272,1.062,-68
443267,0,1,10,10,0.996,2.568,1.141,-72
443536,0,1,10,10,1.001,2.829,1.224,-71
443804,0,1,10,10,0.997,1.188,0.834,-74
444073,0,1,10,10,1.006,1.591,0.915,-68
444342,0,1,10,10,1.002,1.980,0.995,-65
444611,0,1,10,10,0.998,2.314,1.073,-68
444880,0,1,10,10,0.994,2.618,1.154,-74
445149,0,1,10,10,1.005,2.857,1.237,-68
445417,0,1,10,10,0.999,1.254,0.847,-70
445686,0,1,10,10,1.003,1.658,0.926,-66
445955,0,1,10,10,1.002,2.028,1.006,-64
446224,0,1,10,10,0.994,2.372,1.085,-70
446493,0,1,10,10,0.998,2.651,1.167,-73
